Year,Month,Day,Hour,SiteId,RelativeHumidity %,Windspeed kts,WindDirection,GlobalHorizontalIrradiation W/m^2,DiffuseHorizontalRadiation W/m^2,DirectNormalIrradiation W/m^2,Temperature C,DewPointTemperature C,WetBulbTemperature C,SurfacePressure kPa,WindChillTemperature C,ApparentTemperature C,windspeed KPH,PrecipPrvHour cm,DownwardTerrestrialRadiation W/m^2,CldCvr %,MeanSeaLevelPressure kPa,ExtraTerrestrialHorizontalRadiation W/m^2,ExtraTerrestrialNormalRadiation W/m^2
2010,1,1,1,2087599580,40.6,9.5,84.0,0.0,0.0,0.0,11.7,-1.3,5.9,98.7,11.7,11.7,17.5,0.0,270.0,17.0,102.5,0.0,0.0
2010,1,1,2,2087599580,38.0,9.1,82.0,0.0,0.0,0.0,11.4,-2.4,5.4,98.6,11.4,11.4,16.9,0.0,269.0,15.0,102.5,0.0,0.0
2010,1,1,3,2087599580,36.3,8.9,78.0,0.0,0.0,0.0,11.2,-3.2,5.0,98.6,11.2,11.2,16.4,0.0,268.0,18.0,102.5,0.0,0.0
2010,1,1,4,2087599580,35.0,8.8,75.0,0.0,0.0,0.0,11.0,-3.9,4.8,98.6,11.0,11.0,16.3,0.0,268.0,15.0,102.4,0.0,0.0
2010,1,1,5,2087599580,34.0,8.9,73.0,0.0,0.0,0.0,10.8,-4.4,4.5,98.5,10.8,10.8,16.5,0.0,267.0,18.0,102.4,0.0,0.0
2010,1,1,6,2087599580,36.1,8.6,71.0,0.0,0.0,0.0,10.9,-3.6,4.8,98.5,10.9,10.9,15.8,0.0,268.0,12.0,102.3,0.0,0.0
2010,1,1,7,2087599580,35.0,9.0,73.0,0.0,0.0,0.0,10.9,-4.0,4.7,98.5,10.9,10.9,16.6,0.0,268.0,14.0,102.3,0.0,0.0
2010,1,1,8,2087599580,34.3,9.2,74.0,0.0,0.0,0.0,10.8,-4.3,4.6,98.5,10.8,10.8,17.0,0.0,268.0,16.0,102.3,0.0,0.0
2010,1,1,9,2087599580,31.9,8.4,74.0,121.0,65.0,332.0,12.0,-4.2,5.2,98.5,12.0,12.0,15.5,0.0,270.0,19.0,102.4,154.0,1413.0
2010,1,1,10,2087599580,31.1,7.0,74.0,311.0,89.0,798.0,14.0,-2.8,6.6,98.5,14.0,14.0,12.9,0.0,277.0,26.0,102.4,393.0,1413.0
2010,1,1,11,2087599580,33.1,4.8,78.0,461.0,77.0,923.0,16.2,-0.1,8.4,98.5,16.2,16.2,8.8,0.0,283.0,27.0,102.3,587.0,1413.0
2010,1,1,12,2087599580,32.4,3.2,111.0,554.0,61.0,966.0,17.8,1.0,9.5,98.4,17.8,17.8,5.9,0.0,288.0,28.0,102.2,721.0,1413.0
2010,1,1,13,2087599580,28.4,1.6,147.0,585.0,112.0,851.0,19.1,0.3,9.9,98.3,19.1,19.1,3.0,0.0,291.0,36.0,102.1,785.0,1413.0
2010,1,1,14,2087599580,27.5,1.4,259.0,525.0,160.0,665.0,19.4,0.2,10.0,98.3,19.4,19.4,2.6,0.0,307.0,74.0,102.1,776.0,1413.0
2010,1,1,15,2087599580,29.1,3.5,298.0,400.0,194.0,420.0,18.9,0.6,9.9,98.2,18.9,18.9,6.6,0.0,318.0,78.0,102.0,693.0,1413.0
2010,1,1,16,2087599580,31.4,5.1,307.0,257.0,185.0,187.0,18.5,1.3,9.9,98.2,18.5,18.5,9.4,0.0,319.0,79.0,102.0,543.0,1413.0
2010,1,1,17,2087599580,39.0,5.3,313.0,114.0,110.0,13.0,17.1,3.0,9.9,98.2,17.1,17.1,9.7,0.0,312.0,79.0,102.0,336.0,1413.0
2010,1,1,18,2087599580,46.1,3.9,10.0,0.0,0.0,0.0,14.0,2.6,8.4,98.1,14.0,14.0,7.2,0.0,302.0,65.0,101.9,89.0,1413.0
2010,1,1,19,2087599580,44.7,4.8,57.0,0.0,0.0,0.0,13.9,2.1,8.1,98.1,13.9,13.9,8.8,0.0,287.0,55.0,101.9,0.0,0.0
2010,1,1,20,2087599580,42.4,4.5,69.0,0.0,0.0,0.0,14.3,1.7,8.2,98.1,14.3,14.3,8.3,0.0,311.0,91.0,101.9,0.0,0.0
2010,1,1,21,2087599580,41.3,4.4,69.0,0.0,0.0,0.0,14.3,1.3,8.0,98.2,14.3,14.3,8.2,0.0,318.0,96.0,102.0,0.0,0.0
2010,1,1,22,2087599580,39.7,5.0,73.0,0.0,0.0,0.0,14.3,0.8,7.8,98.1,14.3,14.3,9.2,0.0,319.0,94.0,102.0,0.0,0.0
2010,1,1,23,2087599580,37.8,5.7,72.0,0.0,0.0,0.0,14.0,-0.1,7.4,98.1,14.0,14.0,10.5,0.0,305.0,89.0,101.9,0.0,0.0
2010,1,1,24,2087599580,40.7,4.9,83.0,0.0,0.0,0.0,13.6,0.5,7.5,98.0,13.6,13.6,9.0,0.0,290.0,49.0,101.8,0.0,0.0
2010,1,2,1,2087599580,36.6,6.5,83.0,0.0,0.0,0.0,13.8,-0.8,7.1,98.0,13.8,13.8,12.1,0.0,281.0,5.0,101.8,0.0,0.0
2010,1,2,2,2087599580,35.6,6.5,80.0,0.0,0.0,0.0,13.6,-1.4,6.8,98.1,13.6,13.6,12.0,0.0,280.0,3.0,101.9,0.0,0.0
2010,1,2,3,2087599580,36.1,5.5,65.0,0.0,0.0,0.0,12.9,-1.8,6.3,98.1,12.9,12.9,10.1,0.0,278.0,0.0,101.9,0.0,0.0
2010,1,2,4,2087599580,35.8,6.0,59.0,0.0,0.0,0.0,12.6,-2.2,6.1,98.1,12.6,12.6,11.0,0.0,276.0,3.0,101.9,0.0,0.0
2010,1,2,5,2087599580,35.4,7.1,58.0,0.0,0.0,0.0,12.6,-2.3,6.1,98.1,12.6,12.6,13.1,0.0,275.0,0.0,101.9,0.0,0.0
2010,1,2,6,2087599580,39.1,7.0,59.0,0.0,0.0,0.0,13.5,-0.1,7.2,97.9,13.5,13.5,13.1,0.0,279.0,0.0,101.7,0.0,0.0
2010,1,2,7,2087599580,37.8,8.6,73.0,0.0,0.0,0.0,14.0,-0.2,7.4,97.9,14.0,14.0,15.9,0.0,280.0,0.0,101.7,0.0,0.0
2010,1,2,8,2087599580,39.1,8.9,68.0,0.0,0.0,0.0,13.9,0.2,7.5,98.0,13.9,13.9,16.5,0.0,280.0,0.0,101.8,0.0,0.0
2010,1,2,9,2087599580,38.3,9.0,65.0,122.0,54.0,405.0,15.0,0.9,8.2,98.0,15.0,15.0,16.7,0.0,281.0,1.0,101.8,153.0,1413.0
2010,1,2,10,2087599580,35.8,8.8,65.0,314.0,106.0,748.0,16.8,1.6,9.3,98.0,16.8,16.8,16.3,0.0,287.0,0.0,101.8,393.0,1413.0
2010,1,2,11,2087599580,33.3,7.9,69.0,467.0,102.0,878.0,18.8,2.3,10.4,98.0,18.8,18.8,14.6,0.0,292.0,0.0,101.8,587.0,1413.0
2010,1,2,12,2087599580,31.6,6.4,87.0,569.0,91.0,935.0,21.6,4.0,12.2,97.9,21.6,21.6,11.8,0.0,299.0,0.0,101.6,722.0,1413.0
2010,1,2,13,2087599580,31.0,3.5,104.0,602.0,79.0,940.0,22.4,4.5,12.6,97.8,22.4,22.4,6.5,0.0,301.0,0.0,101.6,787.0,1413.0
2010,1,2,14,2087599580,26.8,1.7,227.0,569.0,94.0,862.0,23.3,3.2,12.6,97.8,23.3,23.3,3.2,0.0,299.0,0.0,101.6,778.0,1413.0
2010,1,2,15,2087599580,29.7,3.3,253.0,474.0,125.0,708.0,22.4,3.8,12.4,97.8,22.4,22.4,6.1,0.0,300.0,1.0,101.6,696.0,1413.0
2010,1,2,16,2087599580,33.8,4.2,263.0,327.0,124.0,526.0,21.5,4.9,12.4,97.8,21.5,21.5,7.8,0.0,297.0,0.0,101.6,546.0,1413.0
2010,1,2,17,2087599580,47.1,3.6,275.0,148.0,123.0,82.0,19.1,7.5,12.5,97.9,19.0,19.0,6.6,0.0,294.0,0.0,101.6,340.0,1413.0
2010,1,2,18,2087599580,50.5,3.8,356.0,0.0,0.0,0.0,15.3,5.1,10.0,97.8,15.3,15.3,7.1,0.0,288.0,0.0,101.6,92.0,1413.0
2010,1,2,19,2087599580,48.4,4.2,35.0,0.0,0.0,0.0,15.2,4.4,9.6,97.9,15.2,15.2,7.7,0.0,282.0,0.0,101.7,0.0,0.0
2010,1,2,20,2087599580,47.2,4.4,55.0,0.0,0.0,0.0,14.9,3.7,9.2,98.0,14.9,14.9,8.2,0.0,282.0,0.0,101.7,0.0,0.0
2010,1,2,21,2087599580,43.9,5.7,71.0,0.0,0.0,0.0,15.1,2.9,9.0,98.0,15.1,15.1,10.5,0.0,280.0,5.0,101.8,0.0,0.0
2010,1,2,22,2087599580,40.1,6.9,77.0,0.0,0.0,0.0,15.2,1.7,8.6,98.0,15.2,15.2,12.8,0.0,279.0,6.0,101.8,0.0,0.0
2010,1,2,23,2087599580,37.7,8.1,77.0,0.0,0.0,0.0,15.0,0.7,8.2,98.0,15.0,15.0,15.0,0.0,276.0,15.0,101.8,0.0,0.0
2010,1,2,24,2087599580,36.7,8.6,80.0,0.0,0.0,0.0,15.3,0.5,8.2,97.9,15.3,15.3,15.8,0.0,273.0,14.0,101.7,0.0,0.0
2010,1,3,1,2087599580,35.4,9.2,79.0,0.0,0.0,0.0,15.0,-0.2,7.8,97.9,15.0,15.0,17.0,0.0,271.0,8.0,101.7,0.0,0.0
2010,1,3,2,2087599580,34.3,9.4,78.0,0.0,0.0,0.0,14.7,-0.9,7.5,97.9,14.7,14.7,17.5,0.0,269.0,5.0,101.7,0.0,0.0
2010,1,3,3,2087599580,33.4,9.5,76.0,0.0,0.0,0.0,14.4,-1.5,7.2,97.9,14.4,14.4,17.6,0.0,267.0,14.0,101.7,0.0,0.0
2010,1,3,4,2087599580,32.6,9.5,75.0,0.0,0.0,0.0,14.2,-2.0,6.9,97.9,14.2,14.2,17.6,0.0,265.0,14.0,101.7,0.0,0.0
2010,1,3,5,2087599580,32.2,9.4,73.0,0.0,0.0,0.0,13.9,-2.4,6.7,97.9,13.9,13.9,17.4,0.0,263.0,22.0,101.7,0.0,0.0
2010,1,3,6,2087599580,32.6,8.3,74.0,0.0,0.0,0.0,14.3,-1.9,7.0,97.9,14.3,14.3,15.4,0.0,259.0,14.0,101.7,0.0,0.0
2010,1,3,7,2087599580,31.9,8.9,78.0,0.0,0.0,0.0,14.0,-2.5,6.7,97.9,14.0,14.0,16.4,0.0,258.0,13.0,101.7,0.0,0.0
2010,1,3,8,2087599580,32.0,9.1,80.0,0.0,0.0,0.0,13.7,-2.7,6.5,98.0,13.7,13.7,16.9,0.0,256.0,12.0,101.8,0.0,0.0
2010,1,3,9,2087599580,31.0,9.0,79.0,131.0,42.0,527.0,14.8,-2.1,7.2,98.0,14.9,14.9,16.7,0.0,257.0,13.0,101.8,152.0,1413.0
2010,1,3,10,2087599580,29.6,8.2,80.0,331.0,109.0,798.0,16.9,-1.0,8.5,98.0,16.9,16.9,15.1,0.0,263.0,14.0,101.8,393.0,1413.0
2010,1,3,11,2087599580,28.2,6.5,84.0,488.0,103.0,926.0,19.0,0.2,9.8,98.0,19.0,19.0,12.0,0.0,268.0,18.0,101.8,588.0,1413.0
2010,1,3,12,2087599580,26.3,4.6,109.0,592.0,90.0,981.0,21.1,1.0,10.9,98.0,21.1,21.1,8.5,0.0,269.0,20.0,101.8,723.0,1413.0
2010,1,3,13,2087599580,24.1,3.4,131.0,625.0,72.0,992.0,21.9,0.5,11.1,98.0,21.9,21.9,6.3,0.0,272.0,35.0,101.7,789.0,1413.0
2010,1,3,14,2087599580,22.5,2.4,175.0,589.0,115.0,859.0,22.3,-0.1,11.1,97.9,22.3,22.3,4.5,0.0,275.0,22.0,101.7,781.0,1413.0
2010,1,3,15,2087599580,23.2,2.3,207.0,471.0,138.0,672.0,21.9,-0.0,11.0,97.9,21.9,21.9,4.2,0.0,285.0,51.0,101.6,699.0,1413.0
2010,1,3,16,2087599580,25.1,2.3,231.0,292.0,162.0,334.0,21.1,0.4,10.7,97.9,21.1,21.1,4.4,0.0,297.0,79.0,101.6,550.0,1413.0
2010,1,3,17,2087599580,36.7,1.9,247.0,108.0,107.0,4.0,18.4,3.4,10.6,97.9,18.4,18.4,3.6,0.0,306.0,95.0,101.7,343.0,1413.0
2010,1,3,18,2087599580,38.5,0.3,28.0,0.0,0.0,0.0,15.4,1.4,8.6,97.9,15.4,15.4,0.6,0.0,308.0,97.0,101.6,96.0,1413.0
2010,1,3,19,2087599580,38.1,1.3,96.0,0.0,0.0,0.0,15.1,0.9,8.3,97.9,15.1,15.1,2.5,0.0,303.0,99.0,101.7,0.0,0.0
2010,1,3,20,2087599580,38.6,2.3,91.0,0.0,0.0,0.0,14.5,0.6,7.9,98.0,14.5,14.5,4.3,0.0,289.0,99.0,101.8,0.0,0.0
2010,1,3,21,2087599580,38.2,4.0,85.0,0.0,0.0,0.0,14.2,0.1,7.6,98.0,14.2,14.2,7.4,0.0,273.0,44.0,101.8,0.0,0.0
2010,1,3,22,2087599580,34.7,5.5,83.0,0.0,0.0,0.0,14.4,-1.0,7.3,98.1,14.4,14.4,10.1,0.0,265.0,2.0,101.8,0.0,0.0
2010,1,3,23,2087599580,31.9,6.7,82.0,0.0,0.0,0.0,14.6,-1.9,7.2,98.1,14.6,14.6,12.4,0.0,264.0,1.0,101.9,0.0,0.0
2010,1,3,24,2087599580,32.4,6.6,108.0,0.0,0.0,0.0,15.1,-1.3,7.5,98.0,15.1,15.1,12.3,0.0,265.0,6.0,101.8,0.0,0.0
2010,1,4,1,2087599580,32.3,7.2,104.0,0.0,0.0,0.0,14.9,-1.5,7.4,98.1,14.9,14.9,13.3,0.0,263.0,17.0,101.9,0.0,0.0
2010,1,4,2,2087599580,32.2,7.5,97.0,0.0,0.0,0.0,14.5,-1.9,7.1,98.1,14.5,14.5,13.9,0.0,263.0,18.0,101.9,0.0,0.0
2010,1,4,3,2087599580,32.2,7.5,89.0,0.0,0.0,0.0,14.2,-2.2,6.9,98.0,14.2,14.2,13.9,0.0,264.0,25.0,101.8,0.0,0.0
2010,1,4,4,2087599580,31.7,7.5,84.0,0.0,0.0,0.0,14.0,-2.6,6.6,98.0,14.0,14.0,13.9,0.0,265.0,43.0,101.8,0.0,0.0
2010,1,4,5,2087599580,31.1,7.9,81.0,0.0,0.0,0.0,13.8,-3.0,6.5,98.0,13.8,13.8,14.6,0.0,270.0,50.0,101.8,0.0,0.0
2010,1,4,6,2087599580,31.4,6.8,78.0,0.0,0.0,0.0,14.2,-2.6,6.7,98.0,14.1,14.1,12.6,0.0,283.0,80.0,101.8,0.0,0.0
2010,1,4,7,2087599580,30.7,6.7,83.0,0.0,0.0,0.0,14.2,-2.8,6.7,98.0,14.2,14.2,12.4,0.0,293.0,93.0,101.8,0.0,0.0
2010,1,4,8,2087599580,30.5,6.5,84.0,0.0,0.0,0.0,14.1,-3.0,6.6,98.0,14.1,14.1,12.1,0.0,298.0,94.0,101.8,0.0,0.0
2010,1,4,9,2087599580,28.9,7.0,86.0,98.0,60.0,225.0,15.3,-2.7,7.3,98.1,15.3,15.3,12.9,0.0,293.0,82.0,101.9,152.0,1413.0
2010,1,4,10,2087599580,27.8,6.7,91.0,269.0,48.0,792.0,17.1,-1.6,8.4,98.1,17.1,17.1,12.4,0.0,296.0,87.0,101.9,393.0,1413.0
2010,1,4,11,2087599580,27.3,5.3,100.0,434.0,55.0,910.0,19.0,-0.3,9.6,98.1,19.0,19.0,9.8,0.0,296.0,75.0,101.9,589.0,1413.0
2010,1,4,12,2087599580,24.7,3.6,134.0,541.0,54.0,949.0,21.0,0.1,10.6,98.0,21.0,21.0,6.6,0.0,297.0,61.0,101.7,724.0,1413.0
2010,1,4,13,2087599580,22.8,3.3,201.0,591.0,84.0,906.0,21.5,-0.6,10.7,97.9,21.5,21.5,6.1,0.0,290.0,57.0,101.7,791.0,1413.0
2010,1,4,14,2087599580,25.2,5.1,238.0,564.0,84.0,865.0,21.2,0.5,10.8,97.9,21.2,21.2,9.5,0.0,287.0,64.0,101.7,783.0,1413.0
2010,1,4,15,2087599580,28.3,4.9,246.0,475.0,135.0,683.0,20.6,1.6,10.9,97.9,20.6,20.6,9.0,0.0,285.0,58.0,101.7,702.0,1413.0
2010,1,4,16,2087599580,31.9,4.4,251.0,322.0,133.0,481.0,19.6,2.5,10.8,97.9,19.6,19.6,8.1,0.0,287.0,73.0,101.7,553.0,1413.0
2010,1,4,17,2087599580,43.0,2.7,255.0,138.0,122.0,54.0,17.7,5.0,10.9,97.9,17.7,17.7,5.0,0.0,288.0,80.0,101.7,347.0,1413.0
2010,1,4,18,2087599580,50.3,1.2,128.0,0.0,0.0,0.0,13.5,3.4,8.5,98.0,13.5,13.5,2.3,0.0,289.0,91.0,101.7,99.0,1413.0
2010,1,4,19,2087599580,48.3,2.4,127.0,0.0,0.0,0.0,13.4,2.7,8.1,98.0,13.4,13.4,4.4,0.0,286.0,96.0,101.8,0.0,0.0
2010,1,4,20,2087599580,49.7,1.6,135.0,0.0,0.0,0.0,13.1,2.8,8.0,98.0,13.1,13.1,2.9,0.0,293.0,96.0,101.8,0.0,0.0
2010,1,4,21,2087599580,52.2,1.9,108.0,0.0,0.0,0.0,12.4,2.9,7.7,98.0,12.4,12.4,3.4,0.0,282.0,64.0,101.8,0.0,0.0
2010,1,4,22,2087599580,52.8,2.4,93.0,0.0,0.0,0.0,11.9,2.6,7.4,98.0,11.9,11.9,4.5,0.0,274.0,25.0,101.8,0.0,0.0
2010,1,4,23,2087599580,51.2,3.3,84.0,0.0,0.0,0.0,11.7,2.0,7.1,98.1,11.7,11.7,6.2,0.0,268.0,10.0,101.9,0.0,0.0
2010,1,4,24,2087599580,44.6,4.4,94.0,0.0,0.0,0.0,12.7,0.9,7.2,98.0,12.7,12.7,8.2,0.0,266.0,0.0,101.8,0.0,0.0
2010,1,5,1,2087599580,43.6,4.4,86.0,0.0,0.0,0.0,12.6,0.6,7.0,97.9,12.6,12.6,8.2,0.0,266.0,0.0,101.7,0.0,0.0
2010,1,5,2,2087599580,43.9,3.8,68.0,0.0,0.0,0.0,11.9,0.0,6.4,98.0,11.9,11.9,7.1,0.0,266.0,2.0,101.8,0.0,0.0
2010,1,5,3,2087599580,42.2,4.4,76.0,0.0,0.0,0.0,11.9,-0.5,6.3,98.0,11.9,11.9,8.2,0.0,265.0,0.0,101.8,0.0,0.0
2010,1,5,4,2087599580,39.4,5.2,81.0,0.0,0.0,0.0,12.2,-1.3,6.2,98.0,12.1,12.1,9.6,0.0,265.0,0.0,101.8,0.0,0.0
2010,1,5,5,2087599580,36.5,5.9,84.0,0.0,0.0,0.0,12.3,-2.1,6.0,98.0,12.3,12.3,10.9,0.0,265.0,0.0,101.8,0.0,0.0
2010,1,5,6,2087599580,57.2,2.1,109.0,0.0,0.0,0.0,10.6,2.4,6.7,97.9,10.6,10.6,3.8,0.0,269.0,0.0,101.7,0.0,0.0
2010,1,5,7,2087599580,57.6,2.2,111.0,0.0,0.0,0.0,10.3,2.3,6.5,97.9,10.3,10.3,4.1,0.0,266.0,0.0,101.7,0.0,0.0
2010,1,5,8,2087599580,60.8,2.0,104.0,0.0,0.0,0.0,9.8,2.6,6.4,98.0,9.9,9.9,3.7,0.0,265.0,0.0,101.8,0.0,0.0
2010,1,5,9,2087599580,44.7,2.5,86.0,126.0,49.0,457.0,13.8,2.0,8.1,98.1,13.8,13.8,4.5,0.0,265.0,0.0,101.9,152.0,1413.0
2010,1,5,10,2087599580,35.5,2.6,83.0,323.0,114.0,751.0,17.2,1.8,9.5,98.1,17.2,17.2,4.9,0.0,271.0,1.0,101.9,393.0,1413.0
2010,1,5,11,2087599580,33.5,1.4,99.0,480.0,112.0,882.0,18.9,2.5,10.5,98.1,18.9,18.9,2.7,0.0,278.0,0.0,101.9,590.0,1413.0
2010,1,5,12,2087599580,32.2,2.5,140.0,578.0,94.0,941.0,19.9,2.8,11.0,98.0,19.9,19.9,4.7,0.0,284.0,1.0,101.8,726.0,1413.0
2010,1,5,13,2087599580,27.8,4.3,184.0,613.0,63.0,981.0,20.7,1.4,10.9,98.0,20.7,20.7,7.9,0.0,285.0,0.0,101.7,793.0,1413.0
2010,1,5,14,2087599580,27.8,5.6,218.0,581.0,98.0,870.0,20.9,1.7,11.1,97.9,21.0,21.0,10.3,0.0,284.0,0.0,101.7,786.0,1413.0
2010,1,5,15,2087599580,30.7,5.5,243.0,486.0,127.0,720.0,20.5,2.7,11.2,97.9,20.5,20.5,10.2,0.0,284.0,0.0,101.6,705.0,1413.0
2010,1,5,16,2087599580,34.4,5.7,261.0,338.0,139.0,505.0,19.5,3.4,11.1,97.8,19.5,19.5,10.6,0.0,283.0,0.0,101.6,556.0,1413.0
2010,1,5,17,2087599580,45.5,4.9,273.0,157.0,128.0,96.0,17.6,5.7,11.2,97.9,17.6,17.6,9.1,0.0,281.0,0.0,101.6,350.0,1413.0
2010,1,5,18,2087599580,60.6,2.7,308.0,0.0,0.0,0.0,12.7,5.3,8.9,97.8,12.7,12.7,4.9,0.0,282.0,0.0,101.6,103.0,1413.0
2010,1,5,19,2087599580,62.7,1.5,333.0,0.0,0.0,0.0,11.8,5.0,8.3,97.8,11.9,11.9,2.7,0.0,276.0,0.0,101.6,0.0,0.0
2010,1,5,20,2087599580,70.0,1.2,339.0,0.0,0.0,0.0,11.4,6.2,8.7,97.9,11.4,11.4,2.3,0.0,276.0,4.0,101.7,0.0,0.0
2010,1,5,21,2087599580,70.3,1.0,18.0,0.0,0.0,0.0,11.2,6.0,8.5,97.9,11.2,11.2,1.9,0.0,276.0,11.0,101.7,0.0,0.0
2010,1,5,22,2087599580,69.9,1.3,53.0,0.0,0.0,0.0,11.0,5.7,8.3,98.0,11.0,11.0,2.3,0.0,276.0,14.0,101.8,0.0,0.0
2010,1,5,23,2087599580,67.5,1.7,69.0,0.0,0.0,0.0,10.9,5.1,8.0,98.0,10.9,10.9,3.2,0.0,276.0,23.0,101.8,0.0,0.0
2010,1,5,24,2087599580,63.5,3.2,77.0,0.0,0.0,0.0,11.6,4.9,8.2,98.0,11.6,11.6,5.9,0.0,274.0,28.0,101.8,0.0,0.0
2010,1,6,1,2087599580,61.2,3.3,95.0,0.0,0.0,0.0,11.6,4.4,8.0,98.0,11.6,11.6,6.1,0.0,274.0,33.0,101.8,0.0,0.0
2010,1,6,2,2087599580,61.0,2.9,95.0,0.0,0.0,0.0,11.2,4.0,7.6,98.0,11.2,11.2,5.3,0.0,274.0,46.0,101.8,0.0,0.0
2010,1,6,3,2087599580,61.5,2.6,80.0,0.0,0.0,0.0,10.8,3.7,7.3,98.0,10.8,10.8,4.8,0.0,276.0,51.0,101.8,0.0,0.0
2010,1,6,4,2087599580,61.4,2.6,71.0,0.0,0.0,0.0,10.5,3.4,7.0,98.0,10.5,10.5,4.9,0.0,281.0,66.0,101.8,0.0,0.0
2010,1,6,5,2087599580,53.1,3.0,71.0,0.0,0.0,0.0,10.8,1.6,6.4,98.0,10.8,10.8,5.6,0.0,291.0,84.0,101.8,0.0,0.0
2010,1,6,6,2087599580,55.6,1.3,66.0,0.0,0.0,0.0,10.9,2.4,6.8,97.9,10.9,10.9,2.3,0.0,306.0,99.0,101.7,0.0,0.0
2010,1,6,7,2087599580,53.8,1.7,106.0,0.0,0.0,0.0,11.2,2.2,6.9,97.9,11.2,11.2,3.1,0.0,310.0,99.0,101.7,0.0,0.0
2010,1,6,8,2087599580,52.2,2.0,106.0,0.0,0.0,0.0,11.3,1.9,6.8,97.9,11.3,11.3,3.7,0.0,310.0,99.0,101.7,0.0,0.0
2010,1,6,9,2087599580,49.0,2.2,102.0,81.0,67.0,83.0,13.9,3.4,8.7,98.0,13.9,13.9,4.1,0.0,309.0,92.0,101.8,152.0,1413.0
2010,1,6,10,2087599580,39.7,2.2,107.0,219.0,81.0,494.0,16.8,3.0,9.8,98.0,16.8,16.8,4.1,0.0,311.0,93.0,101.8,394.0,1413.0
2010,1,6,11,2087599580,38.3,1.4,155.0,380.0,89.0,697.0,18.1,3.7,10.6,98.0,18.1,18.1,2.6,0.0,311.0,76.0,101.8,591.0,1413.0
2010,1,6,12,2087599580,38.4,4.0,147.0,505.0,95.0,796.0,18.7,4.3,11.1,98.0,18.7,18.7,7.4,0.0,312.0,60.0,101.8,727.0,1413.0
2010,1,6,13,2087599580,35.8,4.7,181.0,574.0,98.0,847.0,19.7,4.2,11.4,97.9,19.7,19.7,8.8,0.0,305.0,36.0,101.7,795.0,1413.0
2010,1,6,14,2087599580,36.0,5.2,225.0,556.0,104.0,810.0,20.1,4.5,11.7,97.8,20.0,20.0,9.6,0.0,300.0,22.0,101.6,788.0,1413.0
2010,1,6,15,2087599580,38.9,5.4,246.0,469.0,136.0,664.0,19.7,5.3,11.9,97.8,19.7,19.7,10.1,0.0,298.0,18.0,101.5,708.0,1413.0
2010,1,6,16,2087599580,42.9,5.6,257.0,327.0,135.0,483.0,18.8,5.9,11.8,97.7,18.8,18.8,10.4,0.0,296.0,12.0,101.5,560.0,1413.0
2010,1,6,17,2087599580,52.1,4.5,264.0,154.0,128.0,85.0,17.3,7.3,11.7,97.7,17.3,17.3,8.3,0.0,291.0,2.0,101.5,354.0,1413.0
2010,1,6,18,2087599580,67.9,2.9,281.0,0.0,0.0,0.0,12.6,6.9,9.6,97.7,12.6,12.6,5.4,0.0,290.0,1.0,101.5,106.0,1413.0
2010,1,6,19,2087599580,76.1,1.9,286.0,0.0,0.0,0.0,11.5,7.4,9.3,97.8,11.5,11.5,3.5,0.0,284.0,0.0,101.5,0.0,0.0
2010,1,6,20,2087599580,77.2,1.3,324.0,0.0,0.0,0.0,11.0,7.2,9.0,97.8,11.0,11.0,2.5,0.0,282.0,9.0,101.6,0.0,0.0
2010,1,6,21,2087599580,77.4,1.7,336.0,0.0,0.0,0.0,10.8,7.0,8.8,97.8,10.8,10.8,3.2,0.0,281.0,15.0,101.6,0.0,0.0
2010,1,6,22,2087599580,81.7,1.9,345.0,0.0,0.0,0.0,10.5,7.5,8.9,97.8,10.5,10.5,3.5,0.0,281.0,20.0,101.7,0.0,0.0
2010,1,6,23,2087599580,83.6,1.6,1.0,0.0,0.0,0.0,10.3,7.6,8.9,97.9,10.3,10.3,3.0,0.0,280.0,26.0,101.7,0.0,0.0
2010,1,6,24,2087599580,84.8,1.7,101.0,0.0,0.0,0.0,10.4,7.9,9.0,97.8,10.4,10.4,3.2,0.0,281.0,24.0,101.6,0.0,0.0
2010,1,7,1,2087599580,83.6,1.8,127.0,0.0,0.0,0.0,10.2,7.5,8.8,97.8,10.2,10.2,3.3,0.0,280.0,21.0,101.5,0.0,0.0
2010,1,7,2,2087599580,83.9,0.9,201.0,0.0,0.0,0.0,9.7,7.1,8.4,97.8,9.7,9.7,1.7,0.0,278.0,8.0,101.5,0.0,0.0
2010,1,7,3,2087599580,85.6,1.1,273.0,0.0,0.0,0.0,9.3,7.0,8.1,97.8,9.3,9.3,2.1,0.0,276.0,18.0,101.6,0.0,0.0
2010,1,7,4,2087599580,86.2,1.3,304.0,0.0,0.0,0.0,9.0,6.8,7.8,97.8,9.0,9.0,2.5,0.0,276.0,32.0,101.6,0.0,0.0
2010,1,7,5,2087599580,86.6,1.0,5.0,0.0,0.0,0.0,8.9,6.8,7.8,97.8,8.9,8.9,1.8,0.0,280.0,57.0,101.6,0.0,0.0
2010,1,7,6,2087599580,85.3,1.8,101.0,0.0,0.0,0.0,9.2,6.9,8.0,97.7,9.2,9.2,3.3,0.0,284.0,59.0,101.5,0.0,0.0
2010,1,7,7,2087599580,84.6,2.1,127.0,0.0,0.0,0.0,9.4,7.0,8.1,97.7,9.4,9.4,3.9,0.0,281.0,47.0,101.5,0.0,0.0
